_id,link,images,name,parameters,price
5ed4139af8d8ac174e49507d,https://leroymerlin.ru/product/polok-planken-termo-hvoya-26x92x2100-mm-1-sht-0-19-m-18629966/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/18629966.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/18629966.jpg"",""checksum"":""f117f06db5691508901cbcc83cb70e86""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/18629966_01.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/18629966_01.jpg"",""checksum"":""7dbc812e264665fd3c2c3831d464901c""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/18629966_02.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/18629966_02.jpg"",""checksum"":""326bd1fe211b91c98ae3cff340487cbf""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/18629966_03.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/18629966_03.jpg"",""checksum"":""1dc73a30c6bc8581ddb4459173956628""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/18629966_04.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/18629966_04.jpg"",""checksum"":""2f12d7dcf71e8b58fe2cf5760cd9c3d6""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/18629966_05.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/18629966_05.jpg"",""checksum"":""4545435e22937a959ce56eb9fb1c9c61""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/18629966_i.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/18629966_i.jpg"",""checksum"":""20182d5d5299d87d70a8cc4dcefd5589""}]",Полок  планкен  термо хвоя 26x92x2100 мм  1 шт. 0.19 м²,"[{""Вес, кг"":""2.0093"",""Длина (м)"":""2.1"",""Ширина (мм)"":""92.0"",""Толщина (мм)"":""26.0"",""Порода древесины"":""Сосна"",""Страна производства"":""Россия""}]",551
5ed4139ff8d8ac174e495081,https://leroymerlin.ru/product/planken-skoshennyy-listvennica-20h140h3000-mm-sort-optima-1-sht-0-42-m-82270899/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270899.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/82270899.jpg"",""checksum"":""f10d7b647eefca9257b08923e0de6f85""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270899_01.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/82270899_01.jpg"",""checksum"":""a380d08184bc4da7137ccc6e710fad35""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270899_02.jpg"",""path"":""Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²/82270899_02.jpg"",""checksum"":""1c8c80f26d66f852085e8d69915c2fe5""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270899_03.jpg"",""path"":""Планкен скошенный  хвоя 20x146x3000 мм сорт Оптима 1 шт. 0.44 м²/82270899_03.jpg"",""checksum"":""83bb2d7576c3cd8648fdab9952f3619c""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270899_i.jpg"",""path"":""Планкен прямой  хвоя 20х146х3000 мм сорт Оптима 1 шт. 0.438 м²/82270899_i.jpg"",""checksum"":""216437eb98c5bb41d557cc22ec4e08a5""}]",Планкен скошенный  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²,"[{""Вес, кг"":""4.975"",""Длина (м)"":""3.0"",""Ширина (мм)"":""140.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Лиственница"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",413
5ed413a5f8d8ac174e495083,https://leroymerlin.ru/product/planken-pryamoy-listvennica-20h140h3000-mm-sort-optima-1-sht-0-42-m-82270898/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270898.jpg"",""path"":""Планкен прямой  хвоя 20х146х3000 мм сорт Оптима 1 шт. 0.438 м²/82270898.jpg"",""checksum"":""92d72c54588435badcb272307e431bc4""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270898_01.jpg"",""path"":""Планкен прямой  хвоя 20х146х3000 мм сорт Оптима 1 шт. 0.438 м²/82270898_01.jpg"",""checksum"":""ee5082357afeea3c3733a8df53e4a21a""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270898_02.jpg"",""path"":""Планкен прямой  лиственница 20х140х2000 мм сорт Оптима 1 шт. 0.28 м²/82270898_02.jpg"",""checksum"":""e6dd95ebc0c23a125f994791cf920ddd""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270898_03.jpg"",""path"":""Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²/82270898_03.jpg"",""checksum"":""28eb10ddd745e301baef3a970697155a""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270898_i.jpg"",""path"":""Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²/82270898_i.jpg"",""checksum"":""5e7ccdeece1101ad6ded6eec6dfee617""}]",Планкен прямой  лиственница 20х140х3000 мм сорт Оптима 1 шт. 0.42 м²,"[{""Вес, кг"":""5.4"",""Длина (м)"":""3.0"",""Ширина (мм)"":""140.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Лиственница"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",413
5ed413a9f8d8ac174e495087,https://leroymerlin.ru/product/planken-skoshennyy-hvoya-20x146x3000-mm-sort-optima-1-sht-0-44-m-82366206/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82366206.jpg"",""path"":""Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²/82366206.jpg"",""checksum"":""49fe9a4b0e94916dbac274d3b8ad4d09""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82366206_01.jpg"",""path"":""Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²/82366206_01.jpg"",""checksum"":""53a96594899848b54e6ff1fa6b38d0c8""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82366206_02.jpg"",""path"":""Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²/82366206_02.jpg"",""checksum"":""f06d8317533bbe4ec9410699690168d8""}]",Планкен скошенный  хвоя 20x146x3000 мм сорт Оптима 1 шт. 0.44 м²,"[{""Вес, кг"":""4.0"",""Длина (м)"":""3.0"",""Ширина (мм)"":""146.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Сосна"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",314
5ed413aaf8d8ac174e495089,https://leroymerlin.ru/product/planken-pryamoy-hvoya-20h146h3000-mm-sort-optima-1-sht-0-438-m-82293927/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293927_tmp.jpg"",""path"":""Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²/82293927_tmp.jpg"",""checksum"":""0c4a0efdd20da81c553b3dc15a31717f""}]",Планкен прямой  хвоя 20х146х3000 мм сорт Оптима 1 шт. 0.438 м²,"[{""Вес, кг"":""4.0"",""Длина (м)"":""3.0"",""Ширина (мм)"":""146.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",297
5ed413b0f8d8ac174e49508c,https://leroymerlin.ru/product/planken-pryamoy-listvennica-20h140h2000-mm-sort-optima-1-sht-0-28-m-82270929/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270929.jpg"",""path"":""Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²/82270929.jpg"",""checksum"":""92d72c54588435badcb272307e431bc4""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270929_01.jpg"",""path"":""Планкен прямой  хвоя 20х96х3000 мм сорт Оптима 1 шт. 0.288 м²/82270929_01.jpg"",""checksum"":""1c451913b60c87f7f6ddc52af57ad1da""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270929_02.jpg"",""path"":""Планкен прямой  хвоя 20х146х2000 мм сорт Оптима 1 шт. 0.292 м²/82270929_02.jpg"",""checksum"":""e6dd95ebc0c23a125f994791cf920ddd""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270929_03.jpg"",""path"":""Планкен прямой  хвоя 20х96х2000 мм сорт Оптима 1 шт. 0.192 м²/82270929_03.jpg"",""checksum"":""28eb10ddd745e301baef3a970697155a""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82270929_i.jpg"",""path"":""Планкен прямой  хвоя 20х96х2000 мм сорт Оптима 1 шт. 0.192 м²/82270929_i.jpg"",""checksum"":""5e7ccdeece1101ad6ded6eec6dfee617""}]",Планкен прямой  лиственница 20х140х2000 мм сорт Оптима 1 шт. 0.28 м²,"[{""Вес, кг"":""3.6"",""Длина (м)"":""2.0"",""Ширина (мм)"":""140.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Лиственница"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",258
5ed413b4f8d8ac174e49508f,https://leroymerlin.ru/product/planken-skoshennyy-hvoya-20x146x2000-mm-sort-optima-1-sht-0-29-m-82366205/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82366205.jpg"",""path"":""Планкен прямой  хвоя 20х96х2000 мм сорт Оптима 1 шт. 0.192 м²/82366205.jpg"",""checksum"":""49fe9a4b0e94916dbac274d3b8ad4d09""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82366205_01.jpg"",""path"":""Планкен прямой  хвоя 20х96х2000 мм сорт Оптима 1 шт. 0.192 м²/82366205_01.jpg"",""checksum"":""53a96594899848b54e6ff1fa6b38d0c8""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82366205_02.jpg"",""path"":""Планкен прямой  хвоя 20х96х2000 мм сорт Оптима 1 шт. 0.192 м²/82366205_02.jpg"",""checksum"":""6e97caf3ade17ce341b43b13b80a37bf""}]",Планкен скошенный  хвоя 20x146x2000 мм сорт Оптима 1 шт. 0.29 м²,"[{""Вес, кг"":""2.5"",""Длина (м)"":""2.0"",""Ширина (мм)"":""146.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Сосна"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",198
5ed413b5f8d8ac174e495091,https://leroymerlin.ru/product/planken-pryamoy-hvoya-20h96h3000-mm-sort-optima-1-sht-0-288-m-82293925/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293925_tmp.jpg"",""path"":""Планкен прямой  хвоя 20х96х2000 мм сорт Оптима 1 шт. 0.192 м²/82293925_tmp.jpg"",""checksum"":""f88b643cd2d1dbfc8c32324d5c35d8c0""}]",Планкен прямой  хвоя 20х96х3000 мм сорт Оптима 1 шт. 0.288 м²,"[{""Вес, кг"":""2.5"",""Длина (м)"":""3.0"",""Ширина (мм)"":""96.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",196
5ed413b9f8d8ac174e495093,https://leroymerlin.ru/product/planken-pryamoy-hvoya-20h146h2000-mm-sort-optima-1-sht-0-292-m-82293926/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293926.jpg"",""path"":""Доска нестроганая 25x100x6000 мм xвоя/82293926.jpg"",""checksum"":""bdf6e9469aed0227e8e2734905581b76""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293926_01.jpg"",""path"":""Доска с фаской 43х192х3000 мм лиственница сорт Оптима/82293926_01.jpg"",""checksum"":""5f22d98b2d5d966c01b32824e71603dd""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293926_02.jpg"",""path"":""Доска с фаской 43х192х3000 мм лиственница сорт Оптима/82293926_02.jpg"",""checksum"":""faaaebb146253799f6693925477d07ab""}]",Планкен прямой  хвоя 20х146х2000 мм сорт Оптима 1 шт. 0.292 м²,"[{""Вес, кг"":""2.5"",""Длина (м)"":""2.0"",""Ширина (мм)"":""146.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",187
5ed413bff8d8ac174e495097,https://leroymerlin.ru/product/planken-pryamoy-hvoya-20h96h2000-mm-sort-optima-1-sht-0-192-m-82293924/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293924.jpg"",""path"":""Доска с фаской 43х192х3000 мм лиственница сорт Оптима/82293924.jpg"",""checksum"":""919cb912091c084c67cc96be29c8e1cd""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293924_01.jpg"",""path"":""Доска строганая 20х146х2000 мм хвоя/82293924_01.jpg"",""checksum"":""cc220b9ca19ed9fd771b585ffa5ee85c""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293924_02.jpg"",""path"":""Доска строганая 40х146х3000 мм хвоя/82293924_02.jpg"",""checksum"":""e0bc7ab24f529c543cd4f35764a5ccb7""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82293924_tmp.jpg"",""path"":""Доска строганая 40х146х3000 мм хвоя/82293924_tmp.jpg"",""checksum"":""c7f71ff9dc95195150328f453996f624""}]",Планкен прямой  хвоя 20х96х2000 мм сорт Оптима 1 шт. 0.192 м²,"[{""Вес, кг"":""1.5"",""Длина (м)"":""2.0"",""Ширина (мм)"":""96.0"",""Толщина (мм)"":""20.0"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",123
5ed413c2f8d8ac174e495099,https://leroymerlin.ru/product/doska-nestroganaya-25x100x6000-mm-xvoya-82375332/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82375332.jpg"",""path"":""Доска строганая 40х146х3000 мм хвоя/82375332.jpg"",""checksum"":""824962b84df792b2e49591c5f359e3f7""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82375332_01.jpg"",""path"":""Доска строганая 40х146х3000 мм хвоя/82375332_01.jpg"",""checksum"":""8da4abf74a72745e09648d63c811ca3a""}]",Доска нестроганая 25x100x6000 мм xвоя,"[{""Вес, кг"":""7.5"",""Длина (м)"":""6.0"",""Ширина (мм)"":""100.0"",""Толщина (мм)"":""25.0"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Страна производства"":""Россия""}]",345
5ed413c4f8d8ac174e49509c,https://leroymerlin.ru/product/doska-s-faskoy-43h192h3000-mm-listvennica-sort-optima-81950028/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/81950028.jpg"",""path"":""Доска строганая 40х146х3000 мм хвоя/81950028.jpg"",""checksum"":""8dd4415600a582f40757911aa4131c91""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/81950028_01.jpg"",""path"":""Доска нестроганая 50х100х3000 мм хвоя сорт Оптима/81950028_01.jpg"",""checksum"":""553c11113434aabc689768d9859ca9d0""}]",Доска с фаской 43х192х3000 мм лиственница сорт Оптима,"[{""Страна производства"":""Россия"",""Гарантия (лет)"":""Отсутствует"",""Цвет"":""Бежевый"",""Основной материал"":""Дерево"",""Содержит древесину"":""Да"",""Порода древесины"":""Лиственница"",""Качество древесины (ЛМРУ)"":""Оптима"",""Тип древесины"":""Массив"",""Нескользящая поверхность"":""Нет"",""Влажность (%)"":""18.0"",""Твердость дерева (по Бриннелю)"":""2.5"",""Обработка"":""Камерная сушка"",""Процесс обработки"":""Нет"",""Требуется пропитка"":""Да"",""Требуется защита от"":""Влага"",""Двухсторонний"":""Нет"",""Влагостойкий"":""Нет"",""Применение продукта"":""Бытовой"",""Площадь покрытия продуктом (м²)"":""0.576"",""Толщина (мм)"":""43.0"",""Ширина (см)"":""19.2"",""Длина (см)"":""300.0"",""Тип монтажа"":""Скрытый"",""Укладка на бетон"":""На обрешетку из деревянных брусков"",""Укладка на мягкий грунт"":""На обрешетку из деревянных брусков"",""Расстояние между лагами (см)"":""40"",""Расстояние между креплениями (см)"":""40.0"",""Язык инструкции"":""Русский"",""Язык упаковки"":""Русский"",""Вес, кг"":""16.1"",""Ширина товара в индивидуальной упаковке (см)"":""19.2"",""Высота товара в индивидуальной упаковке (см)"":""4.3"",""Глубина товара в индивидуальной упаковке (см)"":""300.0""}]",1052
5ed413c9f8d8ac174e49509f,https://leroymerlin.ru/product/doska-stroganaya-20h146h2000-mm-hvoya-82134776/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82134776.jpg"",""path"":""Доска нестроганая 50х100х6000 мм хвоя сорт Оптима/82134776.jpg"",""checksum"":""c41e48ea6068da190365c97c5b9b1ae0""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82134776_01.jpg"",""path"":""Доска нестроганая 50х100х6000 мм хвоя сорт Оптима/82134776_01.jpg"",""checksum"":""0cdbe56211fc8c03c5e5055610cda918""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82134776_02.jpg"",""path"":""Доска нестроганая 50х100х6000 мм хвоя сорт Оптима/82134776_02.jpg"",""checksum"":""d75f12d0606cbd9f642218ea63e96283""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82134776_03.jpg"",""path"":""Доска импрегнированная 50х200х6000 мм хвоя сорт Оптима/82134776_03.jpg"",""checksum"":""be7b5620f6d86983c4e358b98425a6f9""}]",Доска строганая 20х146х2000 мм хвоя,"[{""Вес, кг"":""2.6"",""Длина (м)"":""2.0"",""Ширина (мм)"":""146.0"",""Толщина (мм)"":""20.0"",""Количество в наборе"":""1"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Страна производства"":""Россия""}]",167
5ed413ccf8d8ac174e4950a1,https://leroymerlin.ru/product/doska-stroganaya-40h146h3000-mm-hvoya-82134779/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82134779.jpg"",""path"":""Доска нестроганая 6000х200х50 мм, хвоя/82134779.jpg"",""checksum"":""32a64f534593d5a4333dfc0418c6b90f""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/82134779_01.jpg"",""path"":""Доска нестроганая 6000х200х50 мм, хвоя/82134779_01.jpg"",""checksum"":""34a7b2db84987ed685c79bec3d1480ef""}]",Доска строганая 40х146х3000 мм хвоя,"[{""Вес, кг"":""8.1"",""Длина (м)"":""3.0"",""Ширина (мм)"":""146.0"",""Толщина (мм)"":""40.0"",""Порода древесины"":""Ель обыкновенная, Сосна"",""Страна производства"":""Россия""}]",425
5ed413cef8d8ac174e4950a4,https://leroymerlin.ru/product/doska-nestroganaya-50h100h3000-mm-hvoya-sort-optima-81947447/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/81947447.jpg"",""path"":""Доска нестроганая 6000х200х50 мм, хвоя/81947447.jpg"",""checksum"":""97c3ac9fdc161fec2313222cf17a08c5""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/81947447_01.jpg"",""path"":""Доска нестроганая 6000х200х50 мм, хвоя/81947447_01.jpg"",""checksum"":""ffd5501f20e45209b97980c15af09cc0""}]",Доска нестроганая 50х100х3000 мм хвоя сорт Оптима,"[{""Вес, кг"":""7.5"",""Длина (м)"":""3.0"",""Ширина (мм)"":""100.0"",""Толщина (мм)"":""50.0"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",345
5ed413d0f8d8ac174e4950a7,https://leroymerlin.ru/product/doska-nestroganaya-50h100h6000-mm-hvoya-sort-optima-81947449/,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/81947449.jpg"",""path"":""Доска нестроганая 6000х200х50 мм, хвоя/81947449.jpg"",""checksum"":""824962b84df792b2e49591c5f359e3f7""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_2000,h_2000,c_pad,b_white,d_photoiscoming.png/LMCode/81947449_01.jpg"",""path"":""Доска строганая 23х98х1500 мм лиственница/81947449_01.jpg"",""checksum"":""8da4abf74a72745e09648d63c811ca3a""}]",Доска нестроганая 50х100х6000 мм хвоя сорт Оптима,"[{""Вес, кг"":""15.0"",""Длина (м)"":""6.0"",""Ширина (мм)"":""100.0"",""Толщина (мм)"":""50.0"",""Порода древесины"":""Сосна, Ель обыкновенная"",""Тип древесины"":""Массив"",""Страна производства"":""Россия""}]",708
